Cohort,Planet,"M0","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11","M12","M13","M14","M15","M16","M17","M18","M19","M20","M21","M22"
August-13,Saturn,"600 ","540 ","420 ","420 ","375 ","375 ","390 ","345 ","300 ","285 ","285 ","255 ","285 ","285 ","240 ","255 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"77 ","22 ","55 ","55 ","55 ","66 ","55 ","44 ","33 ","33 ","33 ","22 ","22 ","22 ","22 ","22 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"1,270 ","1,000 ","830 ","750 ","760 ","730 ","750 ","710 ","690 ","600 ","630 ","640 ","630 ","610 ","490 ","490 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"99 ","55 ","44 ","33 ","22 ","11 ","22 ","11 ","22 ","22 ","11 ","22 ","11 ","11 ","11 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"403 ","325 ","273 ","260 ","221 ","169 ","130 ","130 ","143 ","143 ","130 ","143 ","143 ","117 ","130 ","130 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"65 ","39 ","52 ","52 ","52 ","52 ","52 ","52 ","52 ","52 ","52 ","52 ","52 ","52 ","52 ","52 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"324 ","288 ","228 ","204 ","180 ","180 ","156 ","156 ","156 ","144 ","132 ","132 ","120 ","120 ","120 ","120 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"45 ","45 ","36 ","36 ","36 ","36 ","36 ","36 ","36 ","36 ","36 ","36 ","36 ","27 ","27 ","27 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"735 ","645 ","570 ","555 ","540 ","510 ","480 ","450 ","420 ","435 ","390 ","405 ","315 ","330 ","300 ","285 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"27 ","18 ","18 ","18 ","18 ","18 ","18 ","18 ","18 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"1,134 ","924 ","798 ","756 ","714 ","700 ","644 ","644 ","574 ","532 ","504 ","504 ","560 ","518 ","518 ","504 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"117 ","117 ","78 ","91 ","78 ","78 ","78 ","78 ","78 ","65 ","52 ","52 ","65 ","52 ","52 ","65 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"1,881 ","1,540 ","1,463 ","1,210 ","1,221 ","1,232 ","1,155 ","1,122 ","1,056 ","1,034 ","946 ","935 ","869 ","814 ","825 ","803 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"39 ","39 ","26 ","26 ","26 ","39 ","39 ","13 ","26 ","39 ","39 ","26 ","39 ","39 ","39 ","39 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"14 ","14 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"15 ","15 ","15 ","15 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"120 ","120 ","90 ","90 ","105 ","105 ","75 ","75 ","75 ","75 ","75 ","75 ","75 ","75 ","60 ","60 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"658 ","630 ","630 ","630 ","616 ","602 ","560 ","532 ","518 ","532 ","504 ","490 ","448 ","406 ","378 ","364 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"24 ","12 ","12 ","12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"48 ","24 ","36 ","36 ","48 ","24 ","36 ","36 ","36 ","36 ","36 ","24 ","24 ","24 ","36 ","36 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"72 ","72 ","54 ","54 ","54 ","45 ","45 ","54 ","54 ","36 ","36 ","45 ","45 ","45 ","45 ","36 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"1,722 ","1,568 ","1,540 ","1,484 ","1,442 ","1,428 ","1,358 ","1,330 ","1,358 ","1,260 ","1,288 ","1,246 ","1,232 ","1,204 ","1,204 ","1,190 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"39 ","39 ","13 ","26 ","26 ","13 ","13 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"90 ","90 ","90 ","80 ","90 ","90 ","80 ","70 ","50 ","40 ","50 ","50 ","40 ","40 ","40 ","40 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"65 ","52 ","52 ","52 ","52 ","52 ","52 ","52 ","52 ","39 ","39 ","39 ","39 ","39 ","39 ","39 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"135 ","105 ","90 ","75 ","75 ","75 ","75 ","60 ","60 ","60 ","60 ","45 ","30 ","45 ","30 ","15 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"510 ","420 ","360 ","330 ","360 ","345 ","315 ","300 ","285 ","270 ","270 ","270 ","270 ","285 ","270 ","255 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"26 ","13 ","13 ","26 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"14 ","14 ","14 ","14 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"30 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"240 ","200 ","200 ","190 ","180 ","180 ","180 ","180 ","180 ","180 ","180 ","180 ","160 ","160 ","140 ","130 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"144 ","126 ","90 ","81 ","72 ","72 ","72 ","72 ","72 ","63 ","63 ","63 ","63 ","45 ","36 ","18 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"210 ","170 ","170 ","160 ","120 ","120 ","130 ","120 ","130 ","100 ","90 ","80 ","100 ","100 ","100 ","90 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"180 ","130 ","130 ","110 ","110 ","90 ","90 ","80 ","70 ","80 ","70 ","50 ","40 ","40 ","40 ","40 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"20 ","20 ","20 ","20 ","20 ","20 ","20 ","20 ","10 ","10 ","10 ","10 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"11 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"261 ","243 ","225 ","216 ","180 ","171 ","162 ","144 ","144 ","144 ","144 ","144 ","144 ","144 ","126 ","126 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"702 ","533 ","442 ","403 ","416 ","351 ","377 ","364 ","338 ","325 ","325 ","338 ","312 ","299 ","273 ","286 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"60 ","48 ","24 ","24 ","24 ","24 ","12 ","24 ","24 ","24 ","24 ","12 ","12 ","12 ","12 ","12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"26 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"36 ","36 ","36 ","36 ","36 ","36 ","36 ","36 ","24 ","36 ","24 ","24 ","24 ","24 ","24 ","24 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"10 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"330 ","270 ","230 ","230 ","250 ","260 ","250 ","220 ","200 ","180 ","180 ","180 ","180 ","180 ","180 ","180 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"84 ","84 ","72 ","72 ","60 ","60 ","48 ","48 ","60 ","48 ","48 ","48 ","48 ","48 ","48 ","48 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"42 ","42 ","42 ","42 ","42 ","42 ","42 ","42 ","28 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"42 ","42 ","28 ","28 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"90 ","80 ","60 ","50 ","60 ","60 ","60 ","50 ","50 ","50 ","50 ","50 ","40 ","40 ","30 ","40 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"294 ","294 ","224 ","224 ","154 ","126 ","112 ","84 ","98 ","84 ","84 ","70 ","70 ","56 ","56 ","70 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"39 ","39 ","26 ","26 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"70 ","56 ","56 ","56 ","42 ","28 ","28 ","28 ","42 ","42 ","42 ","42 ","42 ","42 ","42 ","42 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"270 ","220 ","180 ","140 ","150 ","140 ","110 ","110 ","90 ","100 ","90 ","70 ","70 ","70 ","70 ","50 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"14 ","14 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"26 ","13 ","13 ","26 ","26 ","26 ","26 ","26 ","26 ","26 ","13 ","13 ","13 ","13 ","13 ","13 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"30 ","30 ","30 ","30 ","30 ","30 ","30 ","30 ","20 ","20 ","20 ","20 ","20 ","20 ","10 ","10 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","13 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"30 ","30 ","30 ","30 ","30 ","30 ","30 ","30 ","30 ","30 ","30 ","15 ","30 ","15 ","15 ","15 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"11 ","11 ","11 ","11 ","11 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"39 ","39 ","26 ","26 ","26 ","26 ","26 ","26 ","26 ","26 ","26 ","26 ","26 ","26 ","26 ","26 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"112 ","56 ","42 ","42 ","42 ","42 ","42 ","42 ","42 ","42 ","28 ","28 ","28 ","28 ","28 ","28 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"24 ","24 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"50 ","40 ","20 ","20 ","20 ","20 ","20 ","10 ","10 ","20 ","20 ","20 ","20 ","10 ","10 ","20 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"24 ","24 ","24 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"60 ","15 ","30 ","15 ","15 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"22 ","22 ","11 ","11 ","11 ","11 ","11 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"1,050 ","675 ","570 ","585 ","615 ","555 ","585 ","570 ","510 ","450 ","360 ","315 ","345 ","345 ","330 ","270 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"90 ","90 ","75 ","60 ","60 ","60 ","60 ","45 ","30 ","15 ","15 ","15 ","15 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"30 ","20 ","20 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"308 ","264 ","198 ","176 ","154 ","165 ","165 ","154 ","165 ","143 ","143 ","132 ","143 ","132 ","110 ","132 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"48 ","36 ","24 ","24 ","24 ","24 ","24 ","24 ","24 ","24 ","24 ","24 ","24 ","24 ","24 ","24 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"90 ","90 ","75 ","75 ","75 ","75 ","75 ","60 ","45 ","30 ","30 ","30 ","30 ","30 ","30 ","30 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"33 ","33 ","33 ","22 ","22 ","22 ","22 ","22 ","22 ","22 ","22 ","22 ","22 ","22 ","33 ","33 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"88 ","77 ","88 ","66 ","44 ","33 ","44 ","33 ","33 ","11 ","11 ","11 ","11 ","11 ","22 ","22 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"117 ","99 ","54 ","54 ","63 ","63 ","63 ","54 ","54 ","45 ","45 ","45 ","45 ","45 ","45 ","54 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"60 ","60 ","36 ","36 ","48 ","24 ","36 ","24 ","24 ","36 ","24 ","24 ","24 ","12 ","12 ","12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"22 ","22 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","11 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"91 ","65 ","65 ","52 ","52 ","39 ","39 ","26 ","26 ","26 ","26 ","13 ","26 ","26 ","26 ","26 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"40 ","20 ","20 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"390 ","315 ","330 ","330 ","285 ","285 ","315 ","240 ","255 ","240 ","240 ","240 ","240 ","240 ","240 ","225 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"15 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"312 ","276 ","288 ","264 ","252 ","252 ","228 ","240 ","240 ","204 ","180 ","216 ","204 ","192 ","192 ","156 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"10 ","10 ","10 ","10 ","10 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"276 ","240 ","204 ","192 ","180 ","144 ","168 ","156 ","156 ","120 ","120 ","108 ","108 ","108 ","96 ","108 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"744 ","624 ","564 ","600 ","528 ","516 ","492 ","432 ","432 ","396 ","372 ","348 ","384 ","360 ","288 ","288 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"45 ","15 ","30 ","15 ","15 ","15 ","15 ","15 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"407 ","308 ","297 ","275 ","242 ","220 ","209 ","187 ","187 ","209 ","176 ","143 ","143 ","143 ","154 ","143 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"18 ","9 ","9 ","18 ","18 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
August-13,Saturn,"360 ","252 ","252 ","276 ","252 ","216 ","228 ","240 ","204 ","228 ","192 ","216 ","168 ","132 ","132 ","156 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Venus,"18,279 ","16,362 ","15,552 ","15,093 ","14,616 ","14,166 ","13,707 ","13,230 ","12,879 ","12,510 ","11,808 ","11,439 ","11,025 ","10,629 ","10,440 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Venus,"550 ","470 ","450 ","440 ","450 ","390 ","420 ","390 ","390 ","380 ","360 ","350 ","320 ","280 ","290 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Venus,"14 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Venus,"11 ","11 ","11 ","11 ","11 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Venus,"24,735 ","22,005 ","21,105 ","20,385 ","18,945 ","19,095 ","18,465 ","17,835 ","17,190 ","16,110 ","15,345 ","14,700 ","14,025 ","13,500 ","13,095 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Venus,"144 ","126 ","117 ","117 ","117 ","108 ","90 ","90 ","90 ","81 ","81 ","72 ","63 ","63 ","54 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Earth,"113,036 ","97,174 ","92,932 ","87,738 ","84,112 ","81,158 ","78,372 ","75,250 ","72,758 ","70,784 ","68,824 ","68,054 ","65,744 ","62,776 ","60,984 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Earth,"21,385 ","18,785 ","17,719 ","16,562 ","16,016 ","15,275 ","14,547 ","13,910 ","13,247 ","12,831 ","12,389 ","12,233 ","11,960 ","11,141 ","10,660 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Earth,"84 ","70 ","84 ","70 ","56 ","42 ","42 ","42 ","42 ","42 ","42 ","42 ","42 ","28 ","28 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Earth,"400 ","300 ","280 ","250 ","240 ","240 ","220 ","210 ","210 ","190 ","180 ","190 ","170 ","170 ","160 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Earth,"15,675 ","13,800 ","13,155 ","12,780 ","12,315 ","12,210 ","11,310 ","10,725 ","10,155 ","9,375 ","9,060 ","9,060 ","8,655 ","8,295 ","8,160 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Earth,"96 ","84 ","60 ","60 ","48 ","60 ","60 ","60 ","60 ","60 ","60 ","60 ","60 ","48 ","48 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Earth,"975 ","780 ","806 ","702 ","663 ","676 ","624 ","598 ","585 ","533 ","481 ","507 ","455 ","442 ","442 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Mars,"28,336 ","22,512 ","20,846 ","19,152 ","17,990 ","17,080 ","16,044 ","15,022 ","14,448 ","14,112 ","13,482 ","13,048 ","12,698 ","12,152 ","11,732 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Mars,"740 ","500 ","420 ","430 ","350 ","320 ","340 ","320 ","300 ","250 ","220 ","220 ","210 ","210 ","180 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Jupiter,"13,790 ","11,010 ","10,210 ","9,920 ","9,430 ","8,910 ","8,480 ","8,070 ","8,200 ","7,790 ","7,610 ","7,170 ","6,630 ","6,470 ","6,130 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Jupiter,"341 ","198 ","198 ","209 ","187 ","209 ","176 ","165 ","187 ","154 ","132 ","132 ","110 ","121 ","121 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Jupiter,"11 ","11 ","11 ","11 ","11 ","11 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Jupiter,"285 ","150 ","150 ","135 ","150 ","135 ","105 ","135 ","135 ","135 ","105 ","105 ","105 ","90 ","90 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Jupiter,"2,379 ","1,651 ","1,560 ","1,534 ","1,456 ","1,521 ","1,534 ","1,430 ","1,404 ","1,313 ","1,326 ","1,222 ","1,170 ","1,105 ","1,066 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Jupiter,"9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","9 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Jupiter,"28 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","14 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Saturn,"117 ","117 ","108 ","90 ","90 ","99 ","108 ","90 ","90 ","90 ","99 ","90 ","72 ","72 ","63 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Saturn,"13 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Saturn,"10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","10 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Saturn,"80 ","60 ","70 ","70 ","60 ","60 ","70 ","60 ","50 ","50 ","40 ","40 ","50 ","50 ","40 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Saturn,"3,042 ","2,756 ","2,704 ","2,574 ","2,483 ","2,379 ","2,158 ","1,924 ","1,352 ","1,417 ","1,417 ","1,365 ","1,352 ","1,300 ","1,235 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Saturn,"451 ","352 ","341 ","308 ","319 ","308 ","308 ","275 ","242 ","242 ","209 ","198 ","187 ","187 ","198 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Saturn,"1,254 ","1,034 ","869 ","902 ","836 ","770 ","737 ","704 ","627 ","583 ","583 ","561 ","539 ","539 ","539 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Saturn,"15 ","15 ","15 ","15 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Saturn,"72 ","36 ","36 ","48 ","24 ","12 ","36 ","24 ","36 ","24 ","12 ","12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Saturn,"2,912 ","2,646 ","2,534 ","2,380 ","2,282 ","2,184 ","2,142 ","2,072 ","1,890 ","1,862 ","1,848 ","1,792 ","1,764 ","1,652 ","1,722 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Saturn,"90 ","75 ","60 ","45 ","45 ","45 ","30 ","30 ","30 ","30 ","30 ","30 ","30 ","45 ","45 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Saturn,"81 ","72 ","81 ","54 ","72 ","54 ","54 ","45 ","45 ","54 ","36 ","27 ","18 ","27 ","36 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Saturn,"30 ","30 ","30 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","15 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Saturn,"12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Saturn,"165 ","75 ","90 ","75 ","45 ","60 ","45 ","60 ","45 ","15 ","30 ","30 ","15 ","30 ","30 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
September-13,Saturn,"11 ","11 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 "
